1,0
1.04,0.17
1.23,0.4
1.48,0.63
2.52,1.03
3.51,1.49
4.33,1.9
5.07,2.36
5.74,2.74
6.24,3.22
6.36,3.63
6.65,4.49
6.91,5.34
7.06,6.23
7.26,7
7.42,7.89
7.56,9.18
7.83,10.9
