1,0
1.02,0.15
1.08,0.3
1.16,0.48
1.37,0.74
1.57,0.92
1.96,1.17
2.46,1.49
2.79,1.78
3.14,2.04
3.45,2.33
3.6,2.53
3.86,2.96
4.11,3.24
4.6,4.24
5.06,6.15
5.28,6.99
5.42,8.18
5.59,9.87
5.67,11.59
